Deformation (mm), Load (tonnes)
0.3939111976726615, 4.626329993357036
0.2532844536824257, 3.9167962867663064
0.09286518625226492, 3.437855686464861
0.09605812358760879, 2.977434122708406
0.2631990164271052, 2.4871163389833733
0.22176146049764256, 2.166038847017038
0.25329489152922413, 1.6665864860456736
0.12606101835045358, 1.274505471653974
1.6663502846128413, 4.784827818932143
2.8670408525569595, 4.795506988747558
4.067657027120269, 4.816913684075917
5.268047364634686, 4.870886081854291
6.468729961859433, 4.882714629403239
7.66947898174562, 4.884965029172772
8.870228001631805, 4.8872154289423015
10.07097702151799, 4.889465828711835
11.27187217125934, 4.870644303366657
12.472621191145524, 4.87289470313619
13.6734897718223, 4.857904436902778
14.874265360773059, 4.856323577560541
16.075254830693655, 4.823901082368597
17.27583867956173, 4.8499691429496
18.47680468014195, 4.820930926639715
19.67744742376983, 4.838506362856307
20.878156590059156, 4.846503651293489
22.07897867487292, 4.838218088505666
23.279654629831526, 4.851004450832555
24.48043021878229, 4.849423591490321
25.681298799459057, 4.8344333252569065
26.882047819345246, 4.83668372502644
28.082796839231428, 4.838934124795973
29.283545859117616, 4.841184524565506
30.484294879003798, 4.843434924335035
31.685283020471168, 4.811203992098676
32.88633758459997, 4.769394912082902
34.087033466357006, 4.779307830075972
35.28749022653286, 4.823702080074927
36.488013409370154, 4.858518182294464
37.68849673861059, 4.899081173181656
38.88924575849677, 4.9013315729511895
40.090034631979826, 4.897835084053074
41.291009488914895, 4.8675197813725966
42.4916389480105, 4.887010847145071
43.692494244154986, 4.873936210467541
44.892897866201686, 4.925992978690033
46.09352732529729, 4.9454840444625106
47.29451546676464, 4.913253112226148
48.4953043402477, 4.9097566233280325
49.69590723027871, 4.933078948212277
50.89658982750347, 4.944907495761225
52.09723257113134, 4.962482931977821
53.297822176630085, 4.987720886417943
54.49854462745169, 4.993802545299243
55.699293647337875, 4.996052945068776
56.90005595175635, 4.996387715282431
57.71895437556558, 4.968229820645469
