Deformation (mm), Load (tonnes)
0.298571059291433, 5.862354565440114
0.19030092042953228, 5.128555460589855
0.26455315308496097, 3.8659430971690796
0.09439954973149156, 3.2166004727603834
0.18932712731136725, 2.645487654481439
0.19309132413606633, 2.1026904723598783
0.43396149417709573, 4.622752539662809
0.04895316477535161, 1.899502862192275
0.36391171260643773, 7.2032632240747425
0.34440824793715663, 6.5176777977211735
0.7777293215449781, 14.151478936370067
0.6937917423148683, 12.104338415075738
0.5845817110338025, 10.1126436937964
0.5527984675355349, 7.949673416608945
0.6018598267658639, 8.745491736839302
0.7615115645281829, 9.335110115243253
0.7692272208808664, 11.370698997683874
0.7514967984542462, 10.779239383104848
0.8472605635386756, 12.71103710041734
0.974224026899746, 13.292024854735477
1.5271571140390652, 15.018400114115968
1.411540999256152, 15.29343902988811
2.7938696487164396, 15.34679458255059
3.9927455495500634, 15.619148749699612
5.191741011174274, 15.874262250845689
6.334977305427426, 16.29938136565555
7.4780488714802065, 16.748254286958364
8.67715060936272, 16.988042751657375
9.875720965953725, 17.304456398591704
11.074922337828397, 17.529877641621592
12.274721513656015, 17.669095554636755
13.473982665925984, 17.88589646466517
14.67398775200406, 17.995422119564147
15.874378089518476, 18.049394517342517
17.07518024753381, 18.043982398888517
18.275716714903393, 18.076882871552176
19.47509742796395, 18.27644311557765
20.675501050010656, 18.328499883800134
21.877506027535123, 18.149641192129195
22.91756920370991, 17.711391291352
23.848696094314988, 17.2408211272391
24.997995596710147, 16.791625627971165
