Deformation (mm), Load (tonnes)
0.3810143855302446, 2.222881046953294
1.6820719592382076, 2.5177623379542666
2.882012520445171, 2.6365924792675273
4.08102126660167, 2.889790350857723
5.280362126065363, 3.095097483550841
6.480606333724616, 3.170141806443926
7.680491859012104, 3.296908127345848
8.880350815235015, 3.427505707359529
10.080050357070473, 3.581090842043814
11.279364647469588, 3.7902292338486987
12.479197034627926, 3.924658072974154
13.678670739414493, 4.110808910108446
14.877490771409551, 4.391219363778593
15.857299874367502, 4.771140499625503
17.056289642620737, 5.02707498486696
18.255059267196057, 5.314754188463045
19.45347020939961, 5.654155390067967
20.651376339376235, 6.066350514796444
21.84913633949769, 6.499617564639621
23.047069038538893, 6.907981430256335
24.245299690661398, 7.2733804615482285
25.442907867556713, 7.728540420601515
26.641704061196613, 8.012388365085837
27.840526823901087, 8.292405050458385
29.03921674128268, 8.59157803138977
30.238411470891208, 8.817957089197602
31.438257142581826, 8.950470298767176
32.6384880657088, 9.027430251216135
33.8389979640138, 9.06416198299156
35.03974698389999, 9.066412382761094
36.24049600378617, 9.068662782530627
37.44151071431811, 9.0326005911825
38.643163082399866, 8.904588181151993
39.84474902782017, 8.786153918900904
41.045989575401, 8.71752602510277
42.247974056789936, 8.541622876175193
43.4500515299049, 8.352310320356438
44.65204929582612, 8.174491541872975
45.854857418216895, 7.879819360480656
47.058236775496034, 7.502775108185375
48.26178883169493, 7.1008276716636125
49.08242420810076, 6.822201212594965
